text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
Modal-specific Pseudo Query Generation for Video Corpus Moment Retrieval,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.7336485385894775,16.0,119.0,135.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
"Towards a framework for evaluating the safety, acceptability and efficacy of AI systems for health: an initial synthesis",1,0,0,0,0,"artificial intelligence, statistics machine learning",0.7166283130645752,7.0,129.0,136.0,"['cs.AI', 'stat.ML']"
Evidential relational clustering using medoids,1,0,0,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.5851609706878662,11.0,115.0,126.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Speeding Up OPFython with Numba,1,0,1,0,0,optimization and control,0.6167728900909424,4.0,117.0,121.0,['math.OC']
Open-domain Topic Identification of Out-of-domain Utterances using Wikipedia,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7149584293365479,12.0,121.0,133.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Sentiment Analysis at SEPLN (TASS)-2019: Sentiment Analysis at Tweet level using Deep Learning,0,1,0,0,0,"artificial intelligence, computational machine learning, statistics machine learning",0.879957914352417,11.0,131.0,142.0,"['cs.AI', 'stat.ML', 'cs.LG']"
The Internet of Federated Things (IoFT): A Vision for the Future and In-depth Survey of Data-driven Approaches for Federated Learning,0,0,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.7676668167114258,16.0,136.0,152.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Leveraging Acoustic and Linguistic Embeddings from Pretrained speech and language Models for Intent Classification,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.6112089157104492,16.0,126.0,142.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
"A Lagrangian-Based Method with ""False Penalty'' for Linearly Constrained Nonconvex Composite Optimization",0,0,0,1,0,optimization and control,0.5237159729003906,4.0,130.0,134.0,['math.OC']
An Application of BnB-NSGAII: Initializing NSGAII to Solve 3 Stage Reducer Problem,0,0,0,1,0,optimization and control,0.6711535453796387,4.0,132.0,136.0,['math.OC']
Implementing a Unit Commitment Power Market Model in FICO Xpress-Mosel,0,0,0,1,0,optimization and control,0.6531984806060791,4.0,124.0,128.0,['math.OC']
A Combination of Multi-Objective Genetic Algorithm and Deep Learning for Music Harmony Generation,1,0,0,0,0,"artificial intelligence, computational machine learning",0.9379973411560059,7.0,123.0,130.0,"['cs.AI', 'cs.LG']"
CausalNLP: A Practical Toolkit for Causal Inference with Text,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning",0.680997371673584,12.0,123.0,135.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Mitigating Racial Biases in Toxic Language Detection with an Equity-Based Ensemble Framework,0,1,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.9146597385406494,11.0,125.0,136.0,"['cs.AI', 'stat.ML', 'cs.LG']"
ECSP: A New Task for Emotion-Cause Span-Pair Extraction and Classification,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.6917364597320557,12.0,124.0,136.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Ranking Constraint Relaxations for Mixed Integer Programs Using a Machine Learning Approach,0,0,0,1,0,"optimization and control, computational machine learning",0.6118223667144775,8.0,121.0,129.0,"['math.OC', 'cs.LG']"
FonMTL: Towards Multitask Learning for the Fon Language,1,1,0,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.6207199096679688,11.0,121.0,132.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Towards better traffic volume estimation: Jointly addressing the underdetermination and nonequilibrium problems with correlation-adaptive GNNs,0,0,1,0,1,"artificial intelligence, computational machine learning, statistics machine learning",0.6709978580474854,11.0,133.0,144.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Deep-gKnock: nonlinear group-feature selection with deep neural network,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.7077510356903076,11.0,121.0,132.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Anytime Generation of Counterfactual Explanations for Text Classification,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning",0.8395614624023438,12.0,120.0,132.0,"['cs.AI', 'cs.CL', 'stat.ML']"
A Symmetric Loss Perspective of Reliable Machine Learning,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.7729287147521973,11.0,117.0,128.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Asynchronous Schemes for Stochastic and Misspecified Potential Games and Nonconvex Optimization,0,0,0,1,0,"optimization and control, computational machine learning",0.845008373260498,8.0,125.0,133.0,"['math.OC', 'cs.LG']"
Delphic Offline Reinforcement Learning under Nonidentifiable Hidden Confounding,1,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.890373945236206,11.0,122.0,133.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Minimizing the Societal Cost of Credit Card Fraud with Limited and Imbalanced Data,0,0,1,0,1,"statistics machine learning, optimization and control",0.7245759963989258,8.0,125.0,133.0,"['stat.ML', 'math.OC']"
Diversity in Action: General-Sum Multi-Agent Continuous Inverse Optimal Control,0,0,1,0,1,"optimization and control, computational machine learning",0.6992630958557129,8.0,122.0,130.0,"['math.OC', 'cs.LG']"
Controllability Analysis of Motion of Artificial Satellite Under the Effect of Oblateness of the Earth,0,0,0,1,0,optimization and control,0.5900406837463379,4.0,126.0,130.0,['math.OC']
High Multiplicity Scheduling with Switching Costs for few Products,0,0,0,1,0,optimization and control,0.7886006832122803,4.0,118.0,122.0,['math.OC']
UoB at SemEval-2020 Task 1: Automatic Identification of Novel Word Senses,0,1,0,0,0,"computation and language, artificial intelligence, statistics machine learning",0.6786963939666748,12.0,128.0,140.0,"['cs.AI', 'cs.CL', 'stat.ML']"
An Unsupervised Joint System for Text Generation from Knowledge Graphs and Semantic Parsing,1,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.5601623058319092,12.0,124.0,136.0,"['cs.AI', 'cs.CL', 'cs.LG']"
The Expressive Power of Neural Networks: A View from the Width,0,0,1,0,0,"artificial intelligence, computational machine learning",6.029873609542847,7.0,121.0,128.0,"['cs.AI', 'cs.LG']"
A new hybrid metric for verifying parallel corpora of Arabic-English,0,1,0,0,0,computation and language,1.0176866054534912,5.0,120.0,125.0,['cs.CL']
"On Probability Distributions for Trees: Representations, Inference and Learning",0,0,1,0,0,"artificial intelligence, statistics machine learning",0.583965539932251,7.0,122.0,129.0,"['cs.AI', 'stat.ML']"
Clenshaw Graph Neural Networks,1,0,1,0,0,"artificial intelligence, computational machine learning",0.7230749130249023,7.0,114.0,121.0,"['cs.AI', 'cs.LG']"
Term Definitions Help Hypernymy Detection,0,1,0,0,0,"computation and language, artificial intelligence",0.6937694549560547,8.0,115.0,123.0,"['cs.AI', 'cs.CL']"
What changes when you randomly choose BPE merge operations? Not much,1,1,0,0,0,"statistics machine learning, optimization and control",0.8003334999084473,8.0,121.0,129.0,"['stat.ML', 'math.OC']"
ProVe -- Self-supervised pipeline for automated product replacement and cold-starting based on neural language models,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.6207437515258789,16.0,128.0,144.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
"Beyond Chain-of-Thought, Effective Graph-of-Thought Reasoning in Large Language Models",0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.8358569145202637,12.0,125.0,137.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Is Distance Matrix Enough for Geometric Deep Learning?,1,0,1,0,0,"artificial intelligence, computational machine learning",0.596332311630249,7.0,118.0,125.0,"['cs.AI', 'cs.LG']"
Bandit Pareto Set Identification: the Fixed Budget Setting,0,0,1,0,1,"optimization and control, statistics machine learning",0.6438853740692139,8.0,119.0,127.0,"['stat.ML', 'math.OC']"
A Study on Mitigating Hard Boundaries of Decision-Tree-based Uncertainty Estimates for AI Models,1,0,1,0,0,"artificial intelligence, computational machine learning, statistics machine learning",0.6573355197906494,11.0,128.0,139.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Lower Bounds for Higher-Order Convex Optimization,0,0,1,1,1,optimization and control,0.670323371887207,4.0,117.0,121.0,['math.OC']
Multimodal Prediction and Personalization of Photo Edits with Deep Generative Models,0,0,1,0,1,"artificial intelligence, computation and language, computational machine learning",0.6653757095336914,12.0,124.0,136.0,"['cs.AI', 'cs.CL', 'cs.LG']"
EmoBERTa: Speaker-Aware Emotion Recognition in Conversation with RoBERTa,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",3.330188035964966,16.0,125.0,141.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
MERL: Multi-Head Reinforcement Learning,1,0,1,0,1,"artificial intelligence, computational machine learning",0.5935800075531006,7.0,117.0,124.0,"['cs.AI', 'cs.LG']"
Adaptive Verifiable Training Using Pairwise Class Similarity,0,0,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.6372630596160889,16.0,118.0,134.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Chinese Spelling Error Detection Using a Fusion Lattice LSTM,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",1.0005061626434326,16.0,120.0,136.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Online detection of failures generated by storage simulator,0,0,1,0,0,"optimization and control, computational machine learning",0.7931571006774902,8.0,116.0,124.0,"['math.OC', 'cs.LG']"
Second-order sufficient conditions for sparse optimal control of singular Allen--Cahn systems with dynamic boundary conditions,0,0,0,1,0,optimization and control,0.6716384887695312,4.0,127.0,131.0,['math.OC']
Pchatbot: A Large-Scale Dataset for Personalized Chatbot,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.6808018684387207,12.0,121.0,133.0,"['cs.AI', 'cs.CL', 'stat.ML']"
From Optimality to Robustness: Dirichlet Sampling Strategies in Stochastic Bandits,0,0,1,0,1,"optimization and control, computational machine learning",0.6994802951812744,8.0,125.0,133.0,"['math.OC', 'cs.LG']"
ForecastNet: A Time-Variant Deep Feed-Forward Neural Network Architecture for Multi-Step-Ahead Time-Series Forecasting,0,0,1,0,1,"artificial intelligence, computational machine learning, statistics machine learning",0.5735220909118652,11.0,131.0,142.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Formalization of semantic network of image constructions in electronic content,0,1,0,0,0,"artificial intelligence, computation and language",0.663090705871582,8.0,119.0,127.0,"['cs.AI', 'cs.CL']"
Reduction of Parameter Redundancy in Biaffine Classifiers with Symmetric and Circulant Weight Matrices,0,1,0,0,0,"artificial intelligence, computational machine learning, optimization and control",0.8994481563568115,11.0,131.0,142.0,"['cs.AI', 'math.OC', 'cs.LG']"
GitFL: Adaptive Asynchronous Federated Learning using Version Control,0,0,1,0,0,"artificial intelligence, computational machine learning, statistics machine learning",0.6202020645141602,11.0,120.0,131.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Partial-Label Regression,0,0,1,0,0,statistics machine learning,0.7063055038452148,4.0,112.0,116.0,['stat.ML']
AdMix: A Mixed Sample Data Augmentation Method for Neural Machine Translation,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.8552663326263428,16.0,122.0,138.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Learning Geometric Word Meta-Embeddings,0,1,1,0,1,"artificial intelligence, computation and language, computational machine learning",0.5917189121246338,12.0,116.0,128.0,"['cs.AI', 'cs.CL', 'cs.LG']"
"""You made me feel this way"": Investigating Partners' Influence in Predicting Emotions in Couples' Conflict Interactions using Speech Data",0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.8663046360015869,12.0,135.0,147.0,"['cs.AI', 'cs.CL', 'stat.ML']"
In-context Learning and Gradient Descent Revisited,0,1,1,0,0,"artificial intelligence, computational machine learning, statistics machine learning",0.6836090087890625,11.0,117.0,128.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Integrative Analysis of Patient Health Records and Neuroimages via Memory-based Graph Convolutional Network,0,0,1,0,1,"artificial intelligence, computational machine learning",0.7378599643707275,7.0,126.0,133.0,"['cs.AI', 'cs.LG']"
Understanding ProbLog as Probabilistic Argumentation,1,0,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7273056507110596,12.0,117.0,129.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Cross-lingual Text Classification with Heterogeneous Graph Neural Network,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.8750553131103516,16.0,121.0,137.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Comment on Stochastic Polyak Step-Size: Performance of ALI-G,0,0,1,0,0,"optimization and control, computational machine learning",0.7274107933044434,8.0,123.0,131.0,"['math.OC', 'cs.LG']"
Unified Group Fairness on Federated Learning,0,0,1,0,0,"artificial intelligence, statistics machine learning, optimization and control",0.7401494979858398,11.0,116.0,127.0,"['cs.AI', 'stat.ML', 'math.OC']"
Enabling inter-area reserve exchange through stable benefit allocation mechanisms,0,0,0,1,0,optimization and control,0.6512658596038818,4.0,119.0,123.0,['math.OC']
Topological Constraints on Homeomorphic Auto-Encoding,0,0,1,0,1,"computational machine learning, optimization and control",0.670072078704834,9.0,116.0,125.0,"['math.OC', 'cs.LG']"
Why do you think that? Exploring Faithful Sentence-Level Rationales Without Supervision,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.8248169422149658,12.0,124.0,136.0,"['cs.AI', 'cs.CL', 'stat.ML']"
